,Category,Response_preprocessed
834,ConnectLater,I have gone through the emails and kindly note the investment amount is toohigh and why this is which is not understandable so thanks for thedetails provided will revert you again if to proceed further. 
1116,MovedOut, Thank you for your email. My last day with Cadwell will be Friday July 9 2021. I will be monitoring and responding to emails through then. After that please contact the appropriate department. ulliPurchasing: purchasing@cadwell.com 
1167,MovedOut,I had left Helius for any assistance please write to dilip@helius-tech.com
2519,ConnectLater,Thank you so much for your mail. We will come back to you if any need in future. Thank you and stay safe
1907,Deactivated,We do not have any additional requirement of advisory service. We are US based company and we have in house team along withour US counterpart managing our financial and compliance department. 
972,SeekingMoreInfo,. Can you share more details about your company what technologies do you hire in
2702,SeekingMoreInfo, Thank you for sharing the details. Please share terms and commercials for this. 
400,SupportAutoResponse,Thank you for contacting us This is an automated message to let you know that we have received your request. During Business Hours our Support Agents will reply within a couple of hours. Outside of our business hours it may take us a little longer. Our goal is to provide you with a resolution as soon as possible. Feel free to reply to this email if you have any questions or are able to provide additional information on this request. In the meantime if you have not already please take a look at our comprehensive Help Site. Your ticket number is: 12-119051 Ticket topic is: About: Dan 5034890085856 Thank you MindTickle Support Team SLA 
2560,SeekingMoreInfo,Yes you can share your stories and updates to me. Ill definitely get backto you when Im ready to take up the opportunity. 
2369,SupportAutoResponse,-Please reply above this line --thereKabirThanks for getting in touch with LinkedSelling. We monitor emailsupport from9am-5pmCentral Time Monday-Friday. Well get backto you within 1 business day.Cheers.Tom
20,Unsubscribed,Perhaps it would be best if you were to invest just a little  more time into researching to whom you are sending these unsolicited emails. If you had you would see that I am not in recruitment any longer as I have co-founded a SaaS Application company eQuidPro. I would appreciate it if you would kindly remove my contact information from your list and refrain from emailing me in the future. 
685,MovedOut,I have moved on to my next role and no longer work with Dymin Steel. I would like to thank you for all the support while I worked hereGoing forward please direct all your emails to Harsh Parmar hparmar@dymin-steel.com or Bruno Vogel bvogel@dymin-steel.com. Best 
36,SupportAutoResponse,Please enter replies above this line You are receiving this message because a ticket was created for your company. Replies to this email will be added as a note onto this ticket. Ticket T20210814.0022: Achieve 50 reduction in development time 4203984939092 Thank you for contacting us. A service ticket T20210814.0022 has been created for UTEC. We will attend to your ticket as soon as possible. The details of the ticket are listed below. When replying to this ticket please ensure that the ticket number is included in the email subject line. Ticket : T20210814.0022 Created on 08142021 10:47 AM ET by Autotask Administrator Title: Achieve 50 reduction in development time 4203984939092 Description:
2951,ConnectLater,Thanks for the updatethink
3218,ConnectLater,currently we do have a in-house fully functional legal team  soIn future if any support require will connect with you .
2876,SupportAutoResponse,We would like to acknowledge that we have received your request and a ticket has been created. A support representative will be reviewing your request and will send you a personal response.usually within 2 hours. To view the status of the ticket or add comments please visit
525,SeekingMoreInfo,Happy to have a demo on this an initial concern is that you dont list an integration with Microsoft Dynamics do you have one
2456,Deactivated,Were not interested at this time. 
921,MovedOut,Louis Lecat is no longer with the company please contact Louissmanager by email at julien. lemoine@algolia.com. 
1842,MovedOut, Whelan is no longer with Blueprint Medicines. Please contact Tat Chu at TChu@blueprintmedicines.com for assistance. 
1891,SupportAutoResponse,Thank you for contacting our support team. A support ticket has now beenopened for your request. You will be notified when a response is made.View TicketTo view the status of the ticket or add comments please visit
538,Deactivated,Andrea Mann is not available at this email address. 
2807,ConnectLater, Julia is responsible HR Manager. She will follow up and report correspondingly. 
1706,SeekingMoreInfo,Thanks for the outreachWere currently partnering with contingent search firms based on a needbasis. Do you offer a contingent model
3330,AgreedToMeet,Sure we can connect on Tuesday at the same time. Please share the invite
246,ReferredSomeone,Thank you very much for your email. If you dont mind I will forward your email to Sabrina our VP HR who isresponsible for this matter. Feel free to arrange a meeting with her
785,SeekingMoreInfo,Its nice to e-meet you and thank you for reaching out. Im wondering if you only look after the Gold Coast area Weve got a few positions available in Business Advisory in Brisbane available immediately which Im happy to discuss further with you 
1410,AgreedToMeet,It was nice communicating with you. As we discussed on call I am sending you details about our company afterthat we would like to know how we can help you with Cost Oprtimization. We provide AWS cost optimization service to help them to reduce their coston AWS. We can connect if you are open for running cost optimization for your AWSaccount. We have repeatedly delivered savings of about 250k quartermillion dollar annual to many AWS customers. Would like to put lights on your Investment: Our charges are just 25 of your annual savings.  Or 5000 - whichever isless. Which means if we do not reduce your AWS bill we dont get paid. Thats how confident we are. Can we setup a quick 15minute call with my techies same time tomorrow todiscuss on thisPlease select your preferable time  date in the below Calendly link. 
2538,ReferredSomeone,Thank you for your message. I have changed email addresses to bret. reimer@hrblock. ca and my new cell phone is 587-224-2635. 
155,OutOfOffice,I will be out of office tomorrow 12/11 and Monday 12/14 returning Tuesday 12/15. 
1687,AgreedToMeet,Tuesday afternoon before 15:00 or Thursday anytime. Please let me know.
2902,MovedOut,Thank you for contacting Gtmhub Ltd. . We regret to inform you that Ryan Pryor is no longer employed here. Please direct any future correspondence to Eric Marterella at eric@gtmhub.com. 
626,Unsubscribed,Please can you remove us from your mailing list we already have a PSL in place and do not accept unsolicited CVs 
2734,ConnectLater,Thanks Siddharth. Looping in Anand.  
