,Category,Response_preprocessed
115,AgreedToMeet,Sure. Thatll be great.  
798,ConnectLater,AlohaMahalo again for the information.  Our HR Manger Dee has been in contact with Jan Kaeo from Dale Carnegie. 
2752,ReferredSomeone,If you have any queries related to gh school and Middle school please email Ms. Rasha at rkanan@uasdubai. ae and for Elementary please email Ms. Rania at reldanaf@uasdubai. ae. 
1304,Deactivated,I have replied to your organization that we are a laboratory that testhislubricanthis. We dont have reservoirs to condition. 
338,AgreedToMeet,Can we connect tomorrow
2410,OutOfOffice,Thanks for your email. Im on vacation until October 25th - Im still checking emailsoccasionally but there may be delays in response. Call or text if urgent 
160,AgreedToMeet, I am interviewing most of Friday  Sat am okI will be at work later in the morning so about 11-12am
3858,Unsubscribed,Dont send anything please
3037,ReferredSomeone,Please note that David Tinsley is no longer employed at Second Harvest Food Bank of Middle Tennessee Inc. and the e-mail address david. tinsley@secondharvestmidtn.org is no longer actively monitored. If you need immediate assistance please contact heather. verble@secondharvestmidtn.org. Thank you. 
90,AgreedToMeet,Id love for us to chat and explore furtherUnfortunately your calendly link only has 2-3 am pdt available slots. Is there a way we can work out a time that works for both our timezones usually I find that 7:30 - 8:30 am pst is a good time when chatting with people in Europe. Let me know if you have any availability for next week. 
3556,SeekingMoreInfo,Thanks for your email If there is anything urgent please say so inthe subject line and I will get back to you as soon as I can
3055,ReferredSomeone,Thank you for your correspondence. This mailbox is no longer associated with an employee agent or contractor of Chinese Hospital. To reach a Chinese Hospitals IT Department please contact Abel Lai at abell@chasf.org
273,AgreedToMeet, I am interested to know about your company services. Can we have a call today between 15. 00 -16. 00 P. M.  
2903,ReferredSomeone,I am no longer employeed by NeighborWorks America.  If you have an emergency please contact the Service Desk at ServiceDesk@nw.org or call 202-760-4111. Thank you
1563,Deactivated,thanks for making contact  we dont need assistance in this area. 
130,AgreedToMeet,With reference to the trailing mail kindly arrange for a technical call or a webinar on oil filtration. Meanwhile we are processing for the purchase of Minimac oil filtration machine FS series. With RegardAnkit SonuSr. Engineer CHPGVK Power Goindwal Sahib Ltd. Goindwal Sahib Kapurthala RoadGoindwal SahibDist- Tarn Taran- 143 422 P. BMb: 9450367567www. gvk.com
1724,OutOfOffice,I will be traveling and in meetings November 12 through November 14 - please expect a delay in my response. If your matter is time sensitive please feel free to call or text me on my mobile at 925-964-7280. 
3449,SeekingMoreInfo,Vishnu will get back to you if there is any requirement. VishnuPlease discuss our hiring requirements if they are fine with 5-6 Professional charges. Thankyou. 
508,ConnectLater, I checked internally and there is no interest currently as our teams are already working with some agencies.  Will reach out for any future requirementhis. 
568,ConnectLater,Noted your details with us. We will come back to you in case of any future requirement. Thanks  
808,ConnectLater, Thanks for your mail. brI will reply for your mail shortly. 
1336,Deactivated,Thank you for your emails but this is not something of interest at the moment. 
2343,OutOfOffice, Thank you for your email. I will be out of the office October 14th and 15th most likely returning on Oct 18. Please use our great team for assistance:
2139,OutOfOffice,"Thanks for your email. I will be OOO till Jan 4th. Please expect a delay in response. If something needs my urgent attention you know how to reach me. 
Wish you a happy new year"
1810,OutOfOffice,I am out of maternity leave and will be returning early November. Please reach out to Roni. Lapierre@motionrecruitment.com or Treasure. Kimp@motionrecruitment.com in the meantime.   Look forward to connecting when I return
3859,Unsubscribed,No thank you please remove me from your list
2708,ReferredSomeone,Thank you for your message. October 2 was my last day with BPC. Please feel free to contact Waters with any questions at ewaters@bipartisanpolicy.org. 
3334,SeekingMoreInfo,I am reaching out in reference to your email conversation with my colleagueOlivia regarding our development  designing offerings. 
2480,OutOfOffice,I am on planned leave from October 13 - 17 2O21 with no access to mails. Kindly expect delayed response. 
567,ConnectLater, Thanks for the invite. Will happy to take the opportunity with work along innear future but currently we are not. 
2812,ReferredSomeone,"Thankyou for your email. Unfortunately I have left employment with Become Recruitment. Your email has been forwarded to Kelly Pike kelly@becomerecruitment.com,kelly@becomerecruitment.com who will be reviewing incoming mail for the near future. "
3534,SeekingMoreInfo,We are a manufacturing company with 120 employees at our factory in KarurTamilnadu.  Ref your AI based Virtual Covid Marshall would like to knowmore about the solution and its benefits. Pls provide more details in this regard
651,ConnectLater,I have marked the profiles in yellow which are looking interesting to us. Looking forward to further information about them
962,ConnectLater,Rcd mail Not looking at visiting at the moment will revert when possible  
3622,SeekingMoreInfo,Thanks for your revert . Our service offerings are as below -  1.  Soft Services HousekeepingPantryGDA  2.  Security Services  3.  Engineering Services Operations  Maintenance of DGHVACSTPETP etc.  4.  GardeningHorticulture Services  5.  Production Support Services  6.  Pest Control  7.  Payroll Management  8.  Waste ManagementLook forward to hear from you
3827,Unsubscribed,I am not able to do this right now. Please dont send emails. 
285,AgreedToMeet,Can you please call back
1816,OutOfOffice,I am currently on annual leave returning to work on Tuesday 27th October
572,ConnectLater,Duke Staffing is closed due to a family loss.  We will reopen on October 4th.in the meantime follow the link below if you want to schedule a call or schedule an interview. 
2485,OutOfOffice,Thank you for your email. I am out of the office Today (7/6). I will be returning to the office tomorrow. 
2356,OutOfOffice,I am travelling internationally over the holidays with very limited acccess to email. If your need is urgent please text +1 206 383 7711. Best wishes Florence
2433,OutOfOffice,"Thanks for your email. I am currently out of office with limited
access to emails and will reply as soon as I can. "
