,Category,Response_preprocessed
1705,ReferredSomeone,"We regret to inform you that Craig Snyder is no longer employed at
Twilio. Please direct any future correspondence to Allan Walters at
awalters. Thank you."
147,ReferredSomeone,"Please direct Denios Inc business communications previously addressed to Karen Cain at kcain@denios-us.com to Carol Bender at cbender@denios-us.com.
The email address kcain@denios-us.com will become inactive.
Thank you!"
797,OutOfOffice,"Hi, I am currently out of office. Please expect a delayed response.
Regards"
1750,Deactivated,"Thanks for your consideration, but this role is not what I'm looking for.¬†"
623,SeekingMoreInfo,"Thanks for your response.
Could you guide us to whom we should connect at Microsoft India.
Regards,
Rahul Sancheti"
2286,Unsubscribed,We are not interested as we are not in HRDF eligible list.
2028,ReferredSomeone,"Thank you for your email.
I am no longer with Questex LLC. Please refer all correspondence to Kirstin Lewis, klewis@questex.com, Eric Calderone, ecalderone@questex.com or John SIefert, jsiefert@questex.com
Many thanks."
1009,OutOfOffice,I am currently on vacation. Back in the office on August 3d.
1518,ConnectLater,"I am not interested in this service for now. Could you connect with me
after a month or so?"
910,ConnectLater,"Hi Sakshi....currently in Mumbai involved with meetings. Let's talk next
week.
Regards,
Naresh."
1622,OutOfOffice,Am on block leave and will be back to office 4th Jan 2021. Officer-in-charge during my absence is Puan Hazleen Ismail ext 71073. Happy New Year.
895,OutOfOffice,"Thanks for your email. I will be out of the office on vacation until October 21st. I will not have access to phone or email. If you need immediate assistance, please call my cell phone at 303-619-1919 and I will return your call when I'm back in cell phone range. Thank you! Grant"
1473,SeekingMoreInfo,Please send us the proposal with below reference.
2988,OutOfOffice,Thank you for your email. I am presently away and have limited accessto my emails. I will respond when I return on July 5th. Should yourmatter be urgent please contact Angele Guerard at 438-883-3342 or byemail at angele.guerard@randstad.ca
1361,AgreedToMeet,"Thanks for your email and interest in associating with us.
let‚Äôs talk next week, Wednesday 20th Jan, in the second half."
106,OutOfOffice,"I am on Sick leave today and will be accessing Emails intermittently .There could be delay replying to your Emails.
Thanks for your patience."
350,AgreedToMeet,"Thanks for your email. We shall definitely be interested in knowing the Sales AI. Kindly ask your team to connect with me on my number today at 2pm pls.
Best Regards"
1547,OutOfOffice,I am currently on Annual leave. I will be returning to work Tuesday 5 Jan 2021.
650,OutOfOffice,"Thanks for your mail. I will be back to office on 21st April.
Mail will not be read and replied.
Thank you for understanding.
Regards,
Chaitra S Pandeshwar."
389,ConnectLater,"We will update you after 14th April due to lockdown.
Regards,
Hriday Mishra"
1472,ConnectLater,"I will definitely come to know with opportunity, we are individually
working for the future business . Thanks"
1117,SeekingMoreInfo,"Pls arrange resumes for below position:
Position: Regional Sales Manager
Location: Maharashtra (Vidarbha Region, based at Yavatmal)
Salary: 16 L/A
JD: enclosed
Pls feel free to contact me for any clarifications."
554,ConnectLater,"Apologize for the delay in responding. A lot of things in transition due to
COVID-19 situation. At this moment we have this project on hold. I will be
in touch with right people in loop as soon as we are ready to move forward.
Thank you and stay safe.
Best Regards,"
299,Unsubscribed,Can you please stop emailing me?
170,ConnectLater,"Thanks for your mail. We will get back to you in due course.
Please don't print this e-mail unless you really need to.
Regards"
1276,OutOfOffice,"Hello, Thank you for your email. 2nd October to 5th October, I will be on PTO. My time to reply email will be slower. I will be back in office on 6th October."
2354,OutOfOffice,"I am currently out of the office and will respond to your email upon my return on Thursday, January 2, 2020.
Thank you and Happy New Year!!"
415,ConnectLater,"Greetings!
Thanks for writing to us. Will get back to you, if any further requirements.
Ramachandra M"
3142,Deactivated,We are currently working with our internal team for recruitment however we will reach out to you if we look for any channel partners.
764,OutOfOffice,"I will be Out of Office from 4th December to 13th December&#8217;2020.
Please reach out Shoaib Ahmed (shoaib.ahmed@nuware.com) for any support that you may need.
Thanks
Madhu"
428,OutOfOffice,"Thank you for your email.
Please be advised that I am away and will return to work on Thursday 13th August 2020.
For any urgent inquiries, please call the office on 07 3230 0033"
186,OutOfOffice,"Thank you for your message. I am on leave till 27th Aug 20, kindly expect delay in response. In case of urgency please call on 9820041226.
Regards,
Nilesh Patil"
1839,OutOfOffice,I am on extended holiday break and will be back in the office on January 2.
1914,OutOfOffice,"Thank you for the email. I am currently on leave, returning to the
office on Monday 11th January."
2317,OutOfOffice,I am on leave today and have no access to laptop or phone.
1889,Deactivated,"Thanks, not interested"
630,ReferredSomeone,"I have resigned from JSW now. I had informed about your company and also
forwarded your mail to Mr. Udayraj Kawari, HSM-1 hydraulic manager.
Kindly contact him for further process.
Mail Id: uday.kawari@jsw.in
Stay Safe
Regards,"
950,ReferredSomeone,"Hello and thank you for your email. I am no longer with SIRVA, please contact Dusty Rhodes at dusty.rhodes@smartboxusa.com"
162,AgreedToMeet,We can connect tomorrow at 1PM @ 7771913405
413,OutOfOffice,"I am out of the office, returning on Tuesday, 6/23. Please contact Adelina Vasiliu if you need assistance.
Thank you.
Julian Billups"
1073,OutOfOffice,"I am on vacation in the time from 21.12.2020 to 04.01.2021.
My e-mails will not be processed during this time."
2143,AgreedToMeet,Sounds good to me. Can you please call me some time next week?
2146,OutOfOffice,"I am on personal Leave on 08 and 09 November 2017, there will be delay in responding to emails. In case of any issues please email my colleague Anil Fernandes (AniFernandes@flowserve.com) or contact me on mobile
+919980023104 on urgent issues."
2017,OutOfOffice,"Thank you for your email.
I‚Äôm out on Maternity leave and won‚Äôt be available for the next few months."
1030,OutOfOffice,Thank you very much for your message. Due to national holidays I am out of the office with no access to my inbox. I will be back on January 11th 2021.
876,Deactivated,"Thank you for your email, Amruta. On reflection this is not something that I wish pursue at the moment in time.
Kind regards,"
817,Unsubscribed,"Requesting you to drop me from your mailing list immediately.
Thanks and regards."
822,ConnectLater,"Will revert in case of any requirements.
regards"
2255,OutOfOffice,I will be away from my office Friday July 7th with limited access to email and phone. Please expect a delay in my reply.
2734,OutOfOffice,"I am currently out of the office returning on Monday, Dec. 7th. Responses will be delayed."
872,Unsubscribed,Please remove me from your contacts list.
245,OutOfOffice,"I am on annual leave and will be back online on the 11th January.
If there is anything urgent please call me on my mobile.
Cheers"
229,OutOfOffice,"Thank you for your email.
On Friday 30 October, I am on leave without access to my email.
If your matter is urgent please contact me on my mobile +31652645740
Best"
906,ConnectLater,"We have received Your e-mail.
Pl. note that this is a computer generated reply.We will revert shortly after going
through the contents.
with best wishes / regards,"
2056,OutOfOffice,"Thanks for your email. I am on leavel and have limited access to mails, please expect delay in reply.
Regs,
Satish Kumar"
896,OutOfOffice,"I am away from office on a short vacation.
Please reach out to me on my mobile - for anything pressing.
thanks & regards"
2235,OutOfOffice,I am out of the office
3051,OutOfOffice, I will be out of office Wednesday July 21st and Thursday July 22nd and returning on Friday July 23rd.If you need urgent assistance please email the Armature engineering team at a hrefmailto:engineering@armaturesystems.com targetblankengineering@armaturesystems.comaxc2xa0or our project manager Robert Toledo at mailto:robert@armaturesystems.com targetblankrobert@armaturesystems.coma
1753,OutOfOffice,"Thank you for your email.
I am on annual leave until the 14th September 2020!"
